,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,944.4498239300676,0.2274728188114952,207.11729024479786,-606.6985313714285,148.05219135262726,0.4967125187653702,9.199865567257387,-0.8465630806477444,-113707.55496494875,249553.2978374468,0.547584279601106,2.158872545039724,0.4772375317594065,True,235.82772645282498,204.79641812031662,-1.022759180871717e-05,166.6386721355083,76.30606636019681,115.32730596853979,0.042595253798542114,0.7622340436721637,0.7204751176423815,False,1.0,0.042595253798542114,115.32730596853979,hs-SNR,0.71881085103758,0.03807510141754375,0.0,219.92496946911695,0.032526290462973305,0.3538976257632391,167.16632800245057,201.34325527104107,Detonation,0.01685459930632551,0.5773502691896258,0.46222614743836987,0.7190829804047194,1.2608420393862934,False,101.90464484471904,3.7731964889506213
1,146.18478282331378,-0.024711195904854728,132.21920134000592,-122.1255011395867,483.64433846945167,0.12910291494818496,1.6394088107498477,0.9280016370701406,-210.211440223039,-35155.456326105,0.4377196742640919,0.564519142199152,-0.00222293751123967,True,233.30655272986942,131.36422362847657,-2.6269912473161166e-06,1.935654683749778,79.73757096103131,75.79318642276189,0.042437746194573606,0.7899564745879584,0.7202569328203406,False,1.0,0.042437746194573606,75.79318642276189,hs-SNR,0.7187646946566439,0.0403203835537605,0.0,215.07831763544849,0.0403203654296522,0.3951621561759111,3.5804719640498046,129.7956791007639,Detonation,0.01680400235388597,0.5773502691896258,0.4624116117467136,0.7190086585741475,1.2606216709147648,False,108.91424064380267,3.2539867481233467
2,413.84854533209915,0.2515048495276231,148.18053456273668,-309.68183172041677,172.97158839227558,0.20857723680210627,2.821924315174817,1.0617131306973022,-21589.75941819236,5169.949250207606,0.4830281474255176,0.8824332672432548,0.10871322150646262,True,232.97945333100918,144.97142966690572,-4.7117826505974054e-06,61.292959408820934,81.6094170280355,121.67490738353656,0.042273758103925835,0.7649726078684079,0.7200291625765964,False,1.0,0.042273758103925835,121.67490738353656,hs-SNR,0.7180054050908722,0.04446807722592023,0.0,212.77689832176878,0.04455905778611439,-0.16946134363165066,60.21024447748011,139.93628192359094,Detonation,0.01680128048386001,0.5773502691896258,0.462421595780811,0.7183372048684724,1.2594524147159607,False,107.71072147408303,3.3079862452298627
3,126.45739457039184,-0.016855181752878014,130.7685698679555,-118.2460052906824,502.0878474980551,0.12907490203731187,1.5860349111779473,0.904418769919791,93.91179822387221,-38529.99188170721,0.4367230483440574,0.5472451894477853,0.00014121564453892232,True,235.02746534889093,129.78147177570446,2.1843637654149224e-06,2.2228768824466463,76.4171610069229,57.11664760089789,0.04209739725455875,0.7707940507063382,0.7197835103919243,False,1.0,0.04209739725455875,57.11664760089789,hs-SNR,0.7117431648481349,0.047778962209166664,0.0,219.87490351387797,0.047778945876536624,0.5226297859400484,3.475783043223772,128.10009840116328,Hybrid,0.017185415184710773,0.5773502691896258,0.4610195151239992,0.7130796485506297,1.2510463197191004,True,100.95989487327803,3.488270836613467
4,415.79891341227614,0.2491534648776658,140.24461435905158,-286.57359097615324,179.27003847502792,0.2079399293723756,3.2168176852036066,0.9551188308915473,-18193.33825203344,5146.198325224879,0.4782680645520791,0.9633908931161594,0.13704284486244822,True,232.6696444634136,136.99016147997037,7.205078207189097e-10,50.85773863240658,82.14876070330553,122.46034817257416,0.04195865844513513,0.7644774813751426,0.7195897512789986,False,1.0,0.04195865844513513,122.46034817257416,hs-SNR,0.7189873664913554,0.03370334393236694,0.0,212.22558960903123,0.035569603911273,-0.22196857027958117,48.600493237765264,131.9742236967537,Detonation,0.01686416472158574,0.5773502691896258,0.4621911127185886,0.7192450826752935,1.2611408699248878,False,108.60407392764237,3.3157696508660646
5,923.6751541220362,0.2190803090319238,195.93813854826976,-596.9649571970459,139.3071089395437,0.455391899728372,9.749166169627047,-0.636364411237012,-101580.4505182815,235368.53598442976,0.5356822479747206,2.3312308072005936,0.4450074305121569,True,235.53739799003623,193.6430872227142,-7.789394094249819e-06,155.66395174236186,76.84177734827716,116.20459499131618,0.04190792778943565,0.7613004054632824,0.7195187893898215,False,1.0,0.04190792778943565,116.20459499131618,hs-SNR,0.7185047534130903,0.04217605097729931,0.0,219.3761999449058,0.036118375098784766,0.3325786239995117,156.30995815259553,190.26318853971546,Detonation,0.016640774099539894,0.5773502691896258,0.4630116095009155,0.7186705380388829,1.2597392330367847,False,102.8794534242386,3.7973380433695136
6,159.97562371268734,-0.02020141278499925,129.82042141543423,-124.45757430546084,565.2149162710317,0.12910756865642736,2.0740499101210834,0.9649740874994164,-199.8327004695257,-38231.321372430335,0.4392625198860996,0.6793414921135069,0.016866418503612438,True,232.81701426862202,128.92129388383762,2.6592807168149482e-06,1.8731403823236112,80.7232144862321,77.96448694849903,0.04189559833112272,0.7916219980722342,0.7195015338387848,False,1.0,0.04189559833112272,77.96448694849903,hs-SNR,0.7179537773234838,0.03762885871710454,0.0,214.02977215504902,0.037628840275139734,0.36039236997789503,3.5603833970820054,127.2706422190494,Detonation,0.016675024040757915,0.5773502691896258,0.4628854990131231,0.7182073947844468,1.2589991393980813,False,110.72914849075988,3.1713372315276938
7,859.123984529856,0.22321627532079244,190.67106411634288,-580.8691922377798,148.09706747797406,0.421103325030014,8.782728088555398,-0.27582935301278644,-90243.9555405335,190373.30304928074,0.5335602547182178,2.149710463303385,0.418937658758204,True,235.42976788494755,188.3082211608492,-2.405297620182215e-05,148.49175970424568,77.04830816977163,116.35674337548971,0.04187511601310986,0.7621286965018131,0.7194728601368929,False,1.0,0.04187511601310986,116.35674337548971,hs-SNR,0.7182211352049059,0.05875338639858811,0.0,219.1824286539217,0.05875338116270996,0.24880636082522023,149.1658451256888,184.8243209300427,Detonation,0.016649360891629172,0.5773502691896258,0.46297998166334037,0.7184260750616778,1.2593313289755401,False,103.0110991182331,3.7641078587661143
8,138.09976345232405,-0.02144236813988511,113.6995798421038,-146.2887399353501,564.5860375874712,0.12908708012210146,1.7121953466277613,1.289247148954465,-474.9950456503594,-41979.162945653065,0.4527636531795636,0.6429233614826845,-0.1136069288239141,True,233.70412981942195,113.62262284396463,-7.841035702390994e-07,2.2518782833414237,78.30586077846844,78.75198408126407,0.04132544402724763,0.7791391461976188,0.7186996458189919,False,1.0,0.04132544402724763,78.75198408126407,hs-SNR,0.7169969487827139,0.03829381497432848,0.0,216.0557970913904,0.03829379722846648,0.46028410304940326,3.6483746940916686,113.43687101844847,Detonation,0.01654484880999549,0.5773502691896258,0.46336542172439876,0.717276726192478,1.2571540815177984,False,105.15419092923567,3.427205830790944
9,156.20158615430262,-0.02019407227401632,136.02023583155602,-115.9546942497646,525.4403722006151,0.12910353087366336,1.8925367646967928,0.8577570614848486,-11.748541338211908,-36295.84915913805,0.4347931249107772,0.616093701421673,0.03191292535258672,True,232.64064141780293,134.98228566372202,-2.6317738200687404e-06,1.9002258324839083,81.10089097028029,73.55833369769525,0.04113769233764605,0.7891795906503146,0.7184338821715847,False,1.0,0.04113769233764605,73.55833369769525,hs-SNR,0.7162669819737348,0.03740821785239891,0.0,213.93643607908325,0.03740819911718164,0.37768920613073353,3.6036196785987236,133.18023818046788,Detonation,0.01653022726292829,0.5773502691896258,0.4634194312358854,0.7166240721062427,1.2560025291575339,False,110.80867469436296,3.1626955472698945
10,56.567054976541385,0.2276559309911955,-146.60664721421702,-99.76342844739172,-443.4623258562616,0.12384382287809127,2.0813722110969795,-0.756309105969962,14004.837439712532,-22576.59074727806,0.3649105139357074,0.3942915351125845,0.05513873246665413,True,938.8566726497264,316.811614285726,1.203483405132312e-06,-44.31910774950136,216.98188275660587,51.34167593257479,0.04110549795182585,0.5531294709275659,0.7183882252987239,True,1.0,0.04110549795182585,51.34167593257479,hs-SNR,,,,,,,,,,,,,,,,,
11,180.9887344287728,0.22166976536389976,-167.48803415289802,100.6188450542333,-701.6235848793004,0.13589617741709384,2.3391411862234825,0.6897439565086622,1059.2501850904464,-49198.31579758111,0.4311889021418179,0.6997426226406477,0.08504987447243159,True,231.61198050571844,-167.83292169413974,1.487646936288479e-05,-1.7107793301106229,84.35011339451955,78.66510592575085,0.04100733333478443,0.8045490760780526,0.7182488567440783,False,1.0,0.04100733333478443,78.66510592575085,hs-SNR,0.717982334901925,0.02988189497957591,0.0,211.7205237274318,0.029881876174187475,0.4936027259592384,-3.215516695042165,-168.0505830483376,Hybrid,0.016375148534285976,0.5773502691896258,0.463993565202428,0.718031358122881,1.2581471710424041,True,118.91447224692494,2.399416878960575
12,886.6488585488391,0.22144182530658665,194.08952114690567,-595.1124496194042,148.3963776562286,0.4356759098867897,9.089974118230026,-0.3888396821839908,-96420.77879195633,208911.99793808628,0.5361377834311387,2.2076869158601737,0.4315175840083442,True,235.2637130461793,191.70967719908074,3.0076954821238745e-05,152.88993050157416,77.33778501191706,116.21124678359848,0.040973015514775286,0.7582314233760975,0.7182000790072046,False,1.0,0.040973015514775286,116.21124678359848,hs-SNR,0.716000110259985,0.0562518078208951,0.0,219.06466179334305,0.04810414145954731,0.32554384165387773,153.52876731516392,188.26940053065397,Detonation,0.016491326572608406,0.5773502691896258,0.46356322623158164,0.7163629118710688,1.2554822241690886,False,102.93653490641441,3.7876671549355105
13,127.0162267147092,-0.01998049619650854,120.95583822080424,-129.59381968197056,582.216313553059,0.12907569500794294,1.8483471080403184,1.071740077628202,-11.33075777490558,-43370.690006366276,0.44369516598389,0.6407101232814465,-0.026282947992331857,True,234.88847500481324,120.22851292558313,-2.329548010237212e-06,2.536739541841732,76.40084644167511,57.27445881281428,0.04090473264788736,0.7646799872185129,0.7181029396113678,False,1.0,0.04090473264788736,57.27445881281428,hs-SNR,0.6992853895138678,0.04793664088648747,0.0,220.78870315500572,0.04793662480268007,0.5247796167813191,3.650429144295674,119.02627929152978,Hybrid,0.01763293350326272,0.5773502691896258,0.4594033418746854,0.7025827767384317,1.234133472568766,True,100.17837712484972,3.5715589002643906
14,131.74608609302416,-0.017525142763554782,126.27903480821388,-121.7670313270358,577.1337565429733,0.12907842663525876,1.913036494257738,0.9652330238657792,143.3867143842754,-42344.65941598613,0.4392587378907804,0.6391312942087309,0.007325026588051661,True,234.83765362314395,125.23913855036396,4.0409444350997585e-06,2.3494036957641464,76.77358775054068,55.1531166069895,0.04059575764227349,0.7636804396734872,0.7176619637653007,False,1.0,0.04059575764227349,55.1531166069895,hs-SNR,0.6873119795376229,0.055418076296303125,0.0,221.86442805056018,0.05541806014738121,0.5260235999090007,3.4026308396088183,123.77478971032644,Hybrid,0.018361813169887463,0.5773502691896258,0.456809115472952,0.6928857908308307,1.219385311891991,True,100.50666440089826,3.503639375327532
15,141.74428029124496,0.16345910306654007,-112.3598864203556,144.65166743510045,-793.1705693759187,0.13004484787055975,2.775379799605754,1.3131896898222717,-81.10741608027273,-53300.360126624364,0.4542401429232848,0.9127098982051504,-0.025291294024369054,True,234.5543314020804,-112.06844417191616,2.8308693685609634e-07,-2.8980705864868086,77.17392328255055,63.0130426437656,0.04059360894368685,0.7676830648678568,0.7176588888721753,False,1.0,0.04059360894368685,63.0130426437656,hs-SNR,0.6926578062167182,0.04697371325491312,0.0,220.6942609809165,0.04697369716461984,0.5223705818511581,-3.9670168469376272,-111.53532860399876,Hybrid,0.0179826794847339,0.5773502691896258,0.4581527698892743,0.6971540114421766,1.2257469154524994,True,101.81221479703446,3.4604305930193857
16,121.21873336844784,-0.01621566094948505,119.15901504016188,-133.3503890008244,538.7791777587646,0.1290720280047097,1.5838561001213471,1.118569141352844,-125.0629153783857,-41727.39855996555,0.4456445434708001,0.5823922152558108,-0.06842017534175883,True,234.5804791876236,118.85642696397213,3.895168785471137e-06,2.4507663365034364,76.70833113686562,61.92473137165836,0.04054517139637818,0.7655279606361436,0.7175895420866754,False,1.0,0.04054517139637818,61.92473137165836,hs-SNR,0.716325444775036,0.055815872054524256,0.0,218.59515573116067,0.05581585579524634,0.5193473286952061,3.706516832858325,118.22274416066689,Detonation,0.016320146842278886,0.5773502691896258,0.4641977673912496,0.7165334395576793,1.2554627690827498,False,100.75220602301872,3.6039404634550247
17,134.83818397831402,0.2093321397162596,-130.07745220088034,120.60360330337522,-851.8029309244209,0.12997668484771252,2.9778824642984927,0.9432503997083684,170.6206144203197,-59926.73221197401,0.4387919243237818,0.901679016026018,0.055282558466234366,True,239.42660894459286,-129.1398393602309,65.42290532552343,-7.339592279263347,67.35548611074454,49.78966026527486,0.040464859817194235,0.7251951635557843,0.7174744340901087,False,1.0,0.040464859817194235,49.78966026527486,hs-SNR,0.6528484244734057,0.05834159653958079,0.0,232.93430696368117,0.05834157835340725,0.9999999999999999,-3.595081805270338,-128.20427314258484,Detonation,0.020792201081564345,0.5773502691896258,0.4484690014537856,0.6664359822017538,1.1812089110560013,False,82.32728537824141,3.1944745593171255
18,147.03970742377638,0.14963162943357336,-132.32555437130966,118.22540539165593,-922.6372037258392,0.13016906486823493,3.326621258710832,0.9204702780463836,304.6240359414687,-63020.06036476574,0.437938942598127,0.9850670276854384,0.06649593627355321,True,239.53275922351082,-131.5838743827993,83.7571437093237,-9.418701244115145,67.3592570881606,58.733143946648816,0.04033246740292133,0.7446316684473341,0.7172843306136443,False,1.0,0.04033246740292133,58.733143946648816,hs-SNR,0.6701842121643186,0.05445736137203006,0.0,232.3319008439341,0.05445734340520644,0.9999999999999998,-3.3873764098695363,-130.72551017277658,Detonation,0.01947945806745906,0.5773502691896258,0.4529173280074661,0.679431740112859,1.1995667034991822,False,83.13637353185266,2.982244796104652
19,740.2595499520073,-0.2274062189382923,-222.9744416466644,714.6892877844832,-619.6451290590193,0.35226974709933073,5.651410883855518,1.0753071359413122,-111273.9655391846,78256.85897105231,0.5554408194592969,1.592070576954098,0.30111944762679155,True,234.9190992877712,-220.44825096219554,4.249876604084672e-05,-178.98495830071832,77.77503942670566,114.96326915986307,0.04004967136766482,0.7536244894877219,0.7168767940067728,False,1.0,0.04004967136766482,114.96326915986307,hs-SNR,0.7165767465491318,0.04661357976528038,0.0,217.824613675508,0.04661357347820221,0.24613138726769643,-179.42047876112963,-216.69473411227236,Detonation,0.01613048429813995,0.5773502691896258,0.46490425318925044,0.7166259710486459,1.2552723615314196,False,101.72381052459676,3.6989391831068694
