,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2,h_low_3,s_low_3,h_high_3,s_high_3,Tnuc_3,dT_3,alpha_3,vwf_3,xi_J_3,v_calculable_3,eta_BAU
6,269.5684323463368,4.118804784595693e-09,96.48062276871076,-171.90330977964683,-6.581119680331027,0.963216800365622,0.12907409604048148,0.9686096644570288,1.7817392124202345,-468.9151877884015,9651.263525269984,0.4552243149098074,0.5391089515176296,-0.6902948245802546,345.82410684876885,True,False,True,31.012282769378466,82.74314585498723,0.0004175227705648437,81.78389263059628,153.04497983587976,0.1644250931269653,0.000114880521127046,0.020186929285781027,0.5860350998563079,True,1.0,0.000114880521127046,0.1644250931269653,h-SNR,0.09516733767373108,0.40427837585890003,0.0,30.478785589452986,0.3659377083768464,0.5194501763143552,81.78370934188122,82.73899295390288,Deflagration,0.00011487796835588665,0.09516733767373108,0.09513392921388086,0.5773502746358984,1.000005555351308,True,153.06152609374217,67.98216771118678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.931668589332104e-05
5,322.60538663866305,1.5670016988237326e-10,122.66286890858193,-280.29646133019304,402.51473183421206,0.9724235722484266,0.1290740960404815,2.7978176492735427,2.2850962460596835,-9367.22999929425,-7277.145494347133,0.4806527744842354,1.0803037866616665,-0.33750964067229794,511.4456631848385,True,False,True,33.358752214335084,110.62271816404964,9.659788481290937e-05,109.673535513901,153.09669081619646,0.1541645296076979,0.00013589688425550979,0.02096277436485331,0.5867897904796485,True,1.0,0.00013589688425550979,0.1541645296076979,h-SNR,0.08896728579156073,0.3970283726669514,0.0,32.83092167263672,0.35847712318949965,0.5157875087765983,109.67337862464998,110.6186333208746,Deflagration,0.0001358939136418262,0.08896728579156073,0.08893042744340107,0.5773502661284398,1.0000054649050367,True,153.1149347623367,65.8620231675596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.158407091371691e-05
5,352.7506152340326,0.0010446400767853028,115.47283597490879,-284.08583138612823,837.9042656937978,0.9920424027030722,0.12907507530063134,5.498223264166652,2.456198867422402,-8604.935014984447,-23563.15342954413,0.497417671228547,1.7839222939453965,-0.14523685177429985,909.8500003781733,True,True,True,35.01343028727983,104.00099285527979,-3.872563537414727e-05,102.93910117444143,154.18607663393018,0.17170392174446647,0.00014937692942557885,0.02162160707677012,0.5872428759554439,True,1.0,0.00014937692942557885,0.17170392174446647,noneSNR,0.09193950671638844,0.3886868274265693,0.0,34.48392946914003,0.3443199769425608,0.518170797298056,102.93889194882559,103.9955989988695,Deflagration,0.00014937272700425713,0.09193950671638844,0.091897592488422,0.5773502896425053,1.0000070333739473,True,154.20596300899413,64.0481212706982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.715421428974519e-05
16,246.1631586122785,1.647761981402421e-09,-39.07716544737463,60.29925100224585,-200.29201389914473,0.9928436017497558,0.12907409604048145,7.09112043821831,1.5430815058549574,6645.59215199407,3001.473258562204,0.4597681970601311,2.029960360530404,0.0451275408219852,324.87780055603105,True,False,True,35.40327032497978,-18.645984371113684,-6.841114630156298e-05,-16.823294482653218,154.66147434955673,0.1996774578983036,0.00013717492477234998,0.02289351360842229,0.5868337008312844,True,1.0,0.00013717492477234998,0.1996774578983036,noneSNR,0.19305664920033144,0.4025199351331089,0.0,34.48565200670747,0.3645277781499707,0.52818787606628,-16.82297360377591,-18.61379021904661,Deflagration,0.0001371605374198229,0.19305664920033144,0.19297054480589604,0.5773502816271913,1.0000262225325536,True,154.68313887599862,64.08397458070682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00034375323629794207
15,292.3137444858108,9.902886891533816e-05,-134.79888527033376,283.1155572712829,-296.16117971226225,0.9451824298686372,0.1290741016868839,1.6982203381438985,2.1004894234783142,-11256.184093716416,-9057.965255059251,0.459901381833544,0.7746366551156937,-0.5204375840238319,390.17719403206274,True,False,True,39.53509385138271,-120.87403989681492,-2.311362586733074e-05,-119.07023226480094,151.90140007165368,0.2372859336621218,0.0001932001616852936,0.02500701682122971,0.588587211915597,True,1.0,0.0001932001616852936,0.2372859336621218,noneSNR,0.09607585651554253,0.3760871222525704,0.0,38.883414432516496,0.3328751466739604,0.4952773105341878,-119.0697837256226,-120.86189577395164,Deflagration,0.0001931897480682155,0.09607585651554253,0.09601911699281328,0.5773504720629256,1.00001347562007,True,151.9270003506089,60.810455426046296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002249075411916592
5,307.69344483595,3.181217539669716e-08,-111.44234183772042,270.47416129188457,-74.03744465089983,0.9631236159905862,0.12907409604048214,1.182407015925652,2.427032374258017,-7247.382351489731,6433.8769983855445,0.4820666537794309,0.7001071496910826,-1.1163697457074282,398.9185883350541,True,False,True,41.33377416051205,-99.94989614892056,2.1485455298372024e-05,-98.21337048697336,150.54246120307698,0.2486751655084163,0.00021661074894022562,0.02628561426394961,0.5892415385038251,True,1.0,0.00021661074894022562,0.2486751655084163,noneSNR,0.08818501124499653,0.37295957838122396,0.0,40.70961053741629,0.32863962290680543,0.4984036398685217,-98.21315506076479,-99.94311444911074,Deflagration,0.0002166032075969104,0.08818501124499653,0.08812679555062353,0.5773502688139974,1.0000087039856658,True,150.5704898284711,60.41538760546784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002225620118318492
0,505.33207204409484,0.0007386871228988488,-99.83597932840156,494.70954822299257,-114.72671984708131,0.9823118050220688,0.1290751750032595,5.85093729574242,4.962427124031495,-16835.184470491353,47082.075777808495,0.597040986819781,2.289805511274188,-0.923135851905326,523.7315098496135,True,True,True,44.19572531921155,-94.00306081339508,-0.00013950352418738943,-93.09063011026727,151.47134044658097,0.26785745702022723,0.0002449838918047331,0.02723377576468208,0.589987852449776,True,1.0,0.0002449838918047331,0.26785745702022723,h-SNR,0.09321960499527608,0.3699735663307901,0.0,43.463969140498506,0.32991033547287457,0.5171825534726054,-93.09054597910514,-93.99878806408348,Deflagration,0.00024497291345675434,0.09321960499527608,0.0931498741022858,0.577350272728769,1.0000112034462634,True,151.50375205099883,59.92002515973112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010574072971598362
9,175.27414959282683,2.66520103829949e-06,80.00810451650976,-75.43921377131691,165.53136633130606,0.9594358722576444,0.1290740960413647,1.2019722927272916,0.942892611330826,4805.8732723182675,-5549.7312925236865,0.4184550203152403,0.4576418417369605,-0.05583999929210706,272.27849140476053,True,False,True,44.29070425023592,52.28846545475893,-3.3940021453348386e-05,46.63746603901858,154.33394309184308,0.4199755215365428,0.00020583296315840538,0.031972186257257174,0.5889450315158059,True,1.0,0.00020583296315840538,0.4199755215365428,noneSNR,0.10947079374990856,0.32441611098179635,0.0,43.742069677923936,0.2814781549614528,0.4520954305512728,46.63753720214426,52.269303828763434,Deflagration,0.000205822134131471,0.10947079374990856,0.10940151928149656,0.5773502910710727,1.0000131531204468,True,154.37552659782042,53.07959725595442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001347306510824452
1,361.7024100532897,0.0011195584097997444,56.4965443896839,-140.38101254428312,-8.217961874103025,0.9951500030972986,0.12907528692200226,8.62470304617368,2.4755008507084977,3843.5096163623407,27712.15450077731,0.4997658763187371,2.568759236661503,-0.04855704514354084,571.5469696887402,True,True,True,44.32162839643463,44.67841527992741,0.00016681757941842474,42.349067302492095,154.75107739789112,0.35309767624460164,0.00024424749290037607,0.02902818899668824,0.5899690590657494,True,1.0,0.00024424749290037607,0.35309767624460164,nonesym,0.1005968878821248,0.32038079777083955,0.0,43.770512687425686,0.277445957507834,0.4444542189818043,42.34855034610412,44.66897654795538,Deflagration,0.0002442342609119196,0.1005968878821248,0.10052164236332972,0.5773502936802091,1.000013544086308,True,154.78770655034688,53.27485201243566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00025221642751253474
10,496.974664934452,1.9007760584601483e-07,-104.76076420441387,514.3870758479943,69.63587340069546,0.9831031312903123,0.1290740960405504,4.140245003977599,4.9101136132078915,-19120.02817610126,52733.593204088094,0.5952495388375519,1.8534135198623816,-1.3267102640303732,562.6288169750188,True,False,True,47.41225392918576,-98.76739834743393,-0.00031531688948301985,-97.71503491357448,150.05423606715885,0.3058391571809409,0.0002890872492672433,0.029615684625463563,0.5910649464465813,True,1.0,0.0002890872492672433,0.3058391571809409,noneSNR,0.09583466068501012,0.3598385275031514,0.0,46.59482115822026,0.32036407182859883,0.5076846417595724,-97.71491376875963,-98.76189322272886,Deflagration,0.0002890709447401088,0.09583466068501012,0.09574998252307942,0.5773502735350853,1.000014100502474,True,150.09180717073426,57.60350983594726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00012875336214277286
10,357.4014038977401,4.932310549571874e-05,65.91483898486878,-169.92527632918342,-59.24257426003663,0.9876589124202808,0.12907409828982008,5.25922993742921,2.5776111033425697,2222.7154970970114,26744.76326460204,0.5003065255170636,1.7444093349143974,-0.18675536149429728,415.66411740923417,True,False,True,50.48275134619688,54.20223057793619,-2.4162123670406025e-05,51.21275868325945,152.9471555193439,0.4727418508772416,0.0003275869490839642,0.03440388621215002,0.5919380565770899,True,1.0,0.0003275869490839642,0.4727418508772416,nonesym,0.10571613758719517,0.2889491399869818,0.0,49.84543375476815,0.2496096041417377,0.4280369671114516,51.21199982721274,54.189725760031955,Deflagration,0.0003275618416690761,0.10571613758719517,0.1056098505754104,0.5773502697210166,1.0000191617963778,True,152.99772488659906,47.61158564307581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006165056356895487
9,323.4078415251556,9.376077873047285e-07,-110.15439793528608,309.81552295009146,41.37737602326399,0.9934344640339472,0.12907409604112652,0.6096076631991109,2.8125600746634,-9239.99849437744,11954.967273650063,0.512956541626219,0.6211619282436777,-3.1150182321613054,956.5440837455336,True,False,True,51.69527784684738,-101.52372944883714,-2.455244716289965e-05,-98.83766035369587,148.21342166869428,0.4331314212685413,0.0003558717073115973,0.034811435807676344,0.5925463597792575,True,1.0,0.0003558717073115973,0.4331314212685413,noneSNR,0.10417027043719083,0.316514548546856,0.0,50.824876631433604,0.2776386957777611,0.4551742955453789,-98.83726446615549,-101.51047001726305,Deflagration,0.00035584264268050656,0.10417027043719083,0.10405657254336777,0.5773502763302931,1.000020418955892,True,148.26193043402833,50.03109223252098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00024866796955229565
7,245.7238542151548,6.932427147702759e-10,-80.00491928844066,117.10189695707413,-203.1280660464176,0.9934183840118628,0.12907409604048145,2.520883161814738,1.4636837100084468,3139.3901477515856,-115.60803270413452,0.4567453726058547,0.8741680754550923,-0.08338815086129855,693.8784263799544,True,False,True,52.35152409134861,-61.795190262129964,-1.1536721158727605e-05,-56.602059044081,152.53677113846675,0.5351923409813253,0.0003340917567886105,0.037390290911926735,0.5920802681691059,True,1.0,0.0003340917567886105,0.5351923409813253,noneSNR,0.10930864929460007,0.27920084738434603,0.0,51.723939848239354,0.2406261285411248,0.4273020833071547,-56.60119536520154,-61.7745534405793,Deflagration,0.00033406377399288053,0.10930864929460007,0.10919638744168836,0.5773502727106695,1.0000209405500993,True,152.59405813204305,45.75758541367983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007254896923762746
18,277.3797206209616,5.001618251864585e-10,-144.8750745777109,330.5583882724949,-114.57411622421637,0.926979334929578,0.12907409604048148,0.580955464498036,2.2816788143891498,-16121.08151761316,-4405.3829698911295,0.4589311523784863,0.5255186685227007,-2.111225948529406,358.0158914756738,True,False,True,57.38045324601933,-133.34547541412826,-4.36821944635585e-05,-127.98550370315618,148.53194591823268,0.7253930682176133,0.0004233517201626908,0.0446547796303638,0.5939040079558995,True,1.0,0.0004233517201626908,0.7253930682176133,noneSNR,0.1250315779904986,0.2468338075560897,0.0,56.43913343702915,0.21310881346642047,0.3471054348515798,-127.98470575886749,-133.32517730736106,Deflagration,0.0004232971762450077,0.1250315779904986,0.1248675966564734,0.5773501718307619,1.0000322121699292,True,148.61160228756074,39.14645232444753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002673843114269116
3,386.5743854899369,-0.0007173027109435,-146.59999374483817,536.052364079326,-404.0019756968471,0.9688672830719004,0.1290746638853768,2.2763836345786315,3.653905756435464,-31497.420702601543,-10384.241406345856,0.5359608400913578,1.1780802013839022,-1.3371794281433116,573.6955880301466,True,True,True,63.28724175573781,-138.24929413734378,-2.866626425761867e-05,-134.86603835038235,147.59156761612095,0.6944843428181002,0.000543957304856647,0.04573562659615593,0.59607685801742,True,1.0,0.000543957304856647,0.6944843428181002,noneSNR,0.11798650827959987,0.2557382465146809,0.0,62.283910040787255,0.22179063998469967,0.4260262069271187,-134.8653341653162,-138.23137226250572,Deflagration,0.0005438702070436468,0.11798650827959987,0.11778841202268088,0.5773502869784636,1.0000400337165802,True,147.67737953452612,39.70198454249169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002689847351361543
